Page,Section,Content Type,Content
index.php,Faq-Area Bg-F8E8E9 Pb-100,FAQ Item,"Q: 1. Why should I choose your online courses over others? | A: ProFRONTIER are experts in education – in quality education. Our combined expertise means that we can cover all aspects of education. Online education is our speciality. We therefore choose the institutions we work with carefully to ensure that you are always provided with the highest quality and most affordable online courses available worldwide.We are professionals and experts in our work, so we do it exceptionally well. The courses we have selected for you have been carefully assessed for their quality and educational soundness. We will be constantly monitoring these courses to ensure that our high standards are maintained, while we also seek new courses to add to our provision. Our promise to you is to assist you in reaching your educational goals and employment aspirations. All our teachers & instructors are British certified and internationally recognised bcz of their certifications and experience."
index.php,Faq-Area Bg-F8E8E9 Pb-100,FAQ Item,"Q: 2. What qualifications & experience do ProFRONTIER - International Online Academy teachers have? | A: Our institution is committed to providing the highest quality education and training, supported by a team of highly qualified and experienced professionals. Our instructors hold advanced degrees & certifications in their respective fields from renowned universities. Our team collectively brings decades of teaching and industry experience, ensuring that students receive practical, real-world insights along with theoretical knowledge. We have successfully trained thousands of students, helping them achieve their personal and professional goals."
index.php,Faq-Area Bg-F8E8E9 Pb-100,FAQ Item,"Q: 3. Are teachers available at all times? | A: Yes, they are available all the time."
index.php,Faq-Area Bg-F8E8E9 Pb-100,FAQ Item,"Q: 4. How can students make payment ? | A: There are different modes of payment options available. For more information, contact our customer service team @+965-55377150."
index.php,Faq-Area Bg-F8E8E9 Pb-100,FAQ Item,"Q: 5. What discounts can I avail? | A: We have fantastic discount vouchers and scholarships available always. For more information, contact our customer service team @+965-55377150."
index.php,Faq-Area Bg-F8E8E9 Pb-100,FAQ Item,"Q: 6. Can students request a refund? | A: Yes, they can request for a refund if they meet certain conditions. For more information, contact our customer service team @+965-55377150."
index.php,Faq-Area Bg-F8E8E9 Pb-100,FAQ Item,"Q: 7. What happens if I do not finish all the lessons in the plan? | A: You can continue with any next batch. Once you join with us, you don't have to worry about missed sessions."
index.php,Faq-Area Bg-F8E8E9 Pb-100,FAQ Item,Q: 8. How long are the lessons? | A: Class durations are between 1 hr to 3 hrs depending on the type of the course you select.
index.php,Faq-Area Bg-F8E8E9 Pb-100,FAQ Item,Q: 9. Can I cancel a lesson appointment? | A: Yes you can cancel a lesson with a valid reason.
index.php,Faq-Area Bg-F8E8E9 Pb-100,FAQ Item,"Q: 10. What is the FREE DEMO lesson? | A: Yes, every first class is a FREE DEMO in any course you take up."
index.php,Faq-Area Bg-F8E8E9 Pb-100,FAQ Item,"Q: 11. How much time does it take for students to become fluent in English speaking? | A: Well, it depends on the interview you give before you join the course. Our experts will tell you that precisely."
index.php,Faq-Area Bg-F8E8E9 Pb-100,FAQ Item,Q: 12. Is the study material free? | A: All the study materials are absolutely FREE.
index.php,Become-Instructor-Partner-Area,Heading (h2),24/7 Online Support
index.php,Become-Instructor-Partner-Area,Heading (h2),Join our Team as a Instructor
index.php,Become-Instructor-Partner-Area,Paragraph,Students can get help and find answers to questions as soon as they come up 24/7 and in real-time.
index.php,Become-Instructor-Partner-Area,Paragraph,"We are hiring instructors for TESOL, TEFL, IELTS, OET, PTE & Spoken Arabic"
index.php,Become-Instructor-Partner-Area,CTA Button,Text: Support Center -> Link: contact.php
index.php,Become-Instructor-Partner-Area,CTA Button,Text: Apply Now -> Link: careers.php
index.php,Become-Instructor-Partner-Area,Image,Filename: assets\img\about\instructor-support-3.png | Alt: image | Path: assets\img\about\instructor-support-3.png
index.php,Become-Instructor-Partner-Area,Microcopy / Note,Apply Now
index.php,Become-Instructor-Partner-Area,Microcopy / Note,Support Center
personality-dev.php,SEO Meta,Meta Title,ProFRONTIER - International Online Academy - Personality Development
personality-dev.php,SEO Meta,Meta Description,"ProFRONTIER provide online training for IELTS, OET and PTE exams as well as Professional English communication skills. Our courses are designed to provide you with the best possible preparation for your exams, as well as to help you improve your English language skills. ProFRONTIER use a combination of high-quality online resources and experienced teachers to ensure that you get the most out of your learning. Our courses are tailored to meet your individual needs, so that you can reach your desired results."
personality-dev.php,SEO Meta,Canonical URL,https://www.ProFRONTIERonlinetraining.com/personality-dev.php
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Heading (h1),Personality Development Course for Kids & Teens
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Heading (h1),Overview
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Heading (h3),Personality Development Course for Kids & Teens
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Heading (h3),Why Personality Development for Kids Is Important?
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Heading (h3),Modules For Personality Development for Kids & Teens
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Heading (h3),Communication Skills
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Heading (h3),Life Skills
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Heading (h3),Confidence Building
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Heading (h3),Phone Etiquettes
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Heading (h3),Leadership/Skills
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Paragraph,"Personal development Specializations and courses teach strategies and frameworks for personal growth, goal setting, and self improvement. You'll learn to manage personal finances, deliver effective speeches, make ethical decisions, and think more creatively."
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Paragraph,"We are here with our personality development course for kids. We can be your one-stop destination to groom your child’s ‘or Teens’ overall personality. Our Online & Offline personality development course is focused on covering every aspect of your child’s and Teens’ personality that contributes greatly to achieving the right environment to grow in. This course is introduced with a view of instilling various skills to provide an edge to your child and teen from other children of the same age. We help empower kids and teens to ideate, design and execute their goals in a manner which is acceptable by society. Our personality development training focuses on improving communication skills, table manners, personal hygiene, public speaking, time management, etc."
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Paragraph,"The world today is competitive and seeks extra from every child. In this scenario, your child needs to perform better than the others. Without proper training and skills, winning is not possible. Perfection does not happen overnight, and it takes a lot more than extra time, hard work, and struggle. This is where Personality Development for kids and teens comes in. When things are planned from the early stage, learning gets easy. Thus, if you want your child or teen to be one step ahead, consider enrolling in personality development classes with us because it will not only accelerate your child’s and teen’s growth but also eliminate the burden of hard work."
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Paragraph,Public Speaking
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Paragraph,Self-Introduction
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Paragraph,Body Language - Non-verbal
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Paragraph,Organizing Thoughts / Storytelling
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Paragraph,Presentation Skills
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Paragraph,Speech Articulation
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Paragraph,Group Discussion
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Paragraph,Stress Management
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Paragraph,Conflict Management
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Paragraph,Anger Management
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Paragraph,Active Leadership Skills
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Paragraph,Positive Thinking
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Paragraph,Interpersonal Skills
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Paragraph,Improving Concentration
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Paragraph,Social Etiquettes and Pleasing Mannerisms
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Paragraph,Being a Good Host
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Paragraph,Being a Good Guest
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Paragraph,Self-Presentation
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Paragraph,Personal Hygiene
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Paragraph,Hesitation Removal
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Paragraph,Shyness Removal
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Paragraph,Making a Phone Call
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Paragraph,Receiving a Phone call
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Paragraph,Writing Down the Message
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Paragraph,Developing Leadership Traits
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Paragraph,Assertiveness
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Paragraph,Handling Peer Pressure and Bullies
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Paragraph,SWOT Analysis
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Paragraph,Time Management
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Paragraph,Teamwork
personality-dev.php,Courses-Details-Area Pt-100 Pb-70,Paragraph,Decision Making
